DIDOLFI BZ INDEX,HASH11 BZ EQUITY,IVVB11 BZ EQUITY,KADIMLB BZ INDEX,KADLOFF BZ INDEX
1.897683,,66.05,,0.96109
1.894806,,66.17,,0.953875
1.928713,,64.67,,0.954831
1.930439,,65,,0.949771
1.933349,,65.77,,0.955675
1.932788,,66.5,,0.954926
1.938572,,65.28,,0.950924
1.952975,,65.81,,0.959641
1.944984,,64.64,,0.958477
1.93691,,64.34,,0.95168
1.928266,,64.79,,0.947166
1.932458,,64.5,,0.953939
1.934562,,64.08,,0.967832
1.932914,,63.78,,0.976305
1.949745,,62.71,,0.964021
1.94855,,63.23,,0.961966
1.944417,,63.49,,0.962132
1.933988,,63.91,,0.969542
1.944821,,66.33,,0.980226
1.932297,,65.21,,0.983701
1.937603,,64.5,,0.975214
1.931476,,64.35,,0.974395
1.945604,,64.18,,0.980967
1.94314,,65.45,,0.979965
1.937808,,64.53,,0.973029
1.937673,,64.94,,0.96396
1.960536,,64.7,,0.971061
1.982063,,64.79,,0.982043
1.960342,,65.41,,0.970446
1.946257,,66,,0.961339
1.966853,,65.12,,0.955927
1.954941,,66.1,,0.955528
1.970678,,67.16,,0.943118
1.964031,,67.51,,0.945219
1.958153,,67.54,,0.930167
1.952366,,68.19,,0.940864
1.954346,,68.38,,0.937529
1.948015,,68.49,,0.918086
1.947476,,68.21,,0.924528
1.949832,,67.5,,0.940601
1.954813,,67.64,,0.929954
1.940812,,67.34,,0.923322
1.919964,,65.99,,0.922791
1.923873,,65.76,,0.920054
1.932648,,66.92,,0.932685
1.924022,,66.7,,0.923577
1.920717,,66.73,,0.91736
1.916383,,66.62,,0.914781
1.923243,,66.28,,0.920232
1.930783,,65.62,,0.915165
1.940942,,66.18,,0.926988
1.931986,,66.9,,0.921979
1.909959,,66.87,,0.925898
1.895444,,66.65,,0.926817
1.889429,,66.56,,0.922104
1.883567,,66.66,,0.915412
1.88834,,67.1,,0.926038
1.871771,,65.51,,0.914845
1.872015,,65.5,,0.91934
1.869116,,66.7,,0.921763
1.869117,,65.58,,0.928329
1.873732,,66.9,,0.921709
1.866762,,66.39,,0.917424
1.872036,,67.63,,0.918575
1.874369,,67.6,,0.91134
1.875166,,67.6,,0.911262
1.879821,,67.11,,0.92154
1.891795,,66.53,,0.924997
1.894206,,67.6,,0.925856
1.883435,,67.44,,0.925096
1.869855,,68.25,,0.926896
1.88108,,69.3,,0.915354
1.889026,,68.4,,0.907969
1.895375,,68.63,,0.904576
1.871251,,69.6,,0.898234
1.871348,,70.6,,0.877204
1.907064,,71,,0.866329
1.907646,,70.9,,0.860287
1.912352,,72.04,,0.869984
1.900033,,71.6,,0.878463
1.88273,,72.6,,0.874879
1.892732,,73.46,,0.887108
1.885011,,73.68,,0.879733
1.88678,,73.91,,0.876254
1.887892,,74.74,,0.877552
1.902074,,75.33,,0.86597
1.898931,,74.48,,0.848951
1.903326,,73.88,,0.854151
1.88877,,74.5,,0.85074
1.882421,,74.07,,0.841158
1.890994,,74.9,,0.841718
1.881172,,74.52,,0.838767
1.885014,,74.84,,0.840584
1.892928,,74.2,,0.844638
1.879202,,74.24,,0.831957
1.876186,,72.27,,0.827578
1.855499,,70.67,,0.813029
1.876116,,69,,0.792573
1.883655,,70,,0.799117
1.889176,,71.63,,0.818946
1.878429,,72.31,,0.839657
1.860407,,72.88,,0.830106
1.856033,,73.1,,0.8169
1.869705,,72.14,,0.80032
1.888301,,74.88,,0.80638
1.886582,,75,,0.820157
1.894131,,76.21,,0.805672
1.892785,,76.93,,0.805476
1.892622,,75.54,,0.807494
1.863487,,77.5,,0.803082
1.871822,,77.73,,0.809389
1.875629,,76.27,,0.827388
1.87178,,78.43,,0.827192
1.869421,,78.33,,0.845877
1.854576,,79.12,,0.84541
1.853351,,79.15,,0.821646
1.851117,,80.1,,0.812714
1.871259,,80.68,,0.812256
1.909622,,82.61,,0.799358
1.963702,,78.47,,0.796116
1.960067,,78.33,,0.789774
1.938185,,79,,0.779367
1.942027,,78.2,,0.784926
1.956905,,78,,0.792917
1.95801,,78.64,,0.795807
1.979716,,78.6,,0.819069
1.977434,,79.4,,0.824336
1.987705,,77.5,,0.825339
1.983836,,79,,0.835698
1.990628,,78.5,,0.838563
1.9877,,78,,0.840832
1.980136,,79.56,,0.822081
1.975037,,78.35,,0.808898
1.984589,,80.21,,0.81665
1.981382,,80.65,,0.820886
1.981771,,81,,0.827046
1.980605,,80,,0.818159
1.981148,,82,,0.815871
1.98795,,82.2,,0.827113
1.986702,,82.8,,0.821955
1.988664,,83.2,,0.818526
1.992607,,82.63,,0.81899
1.97898,,83.5,,0.812844
1.980279,,82.48,,0.795637
1.980337,,82.4,,0.789274
2.008493,,81.7,,0.81166
2.009748,,81.85,,0.812178
2.008634,,81.2,,0.82151
1.970696,,80.92,,0.807783
1.970409,,80.77,,0.795678
1.973577,,80.63,,0.796295
1.982146,,80.42,,0.809783
1.976757,,79.63,,0.811605
1.994958,,80.01,,0.808914
1.989283,,80,,0.808941
1.993033,,80.7,,0.816726
1.991797,,80.41,,0.817281
2.030524,,79.8,,0.827426
2.031638,,79.8,,0.82734
2.03228,,80,,0.829492
2.023554,,79.48,,0.826904
1.990715,,80.65,,0.808811
1.989875,,80.69,,0.814248
1.994404,,81.4,,0.795112
2.001444,,83.44,,0.78044
1.989641,,82.89,,0.781558
1.994072,,82.16,,0.775755
2.009729,,79.05,,0.798882
2.00565,,80.34,,0.78839
2.005306,,80,,0.791133
1.999416,,81,,0.780561
1.97074,,79,,0.804396
1.959866,,80.29,,0.795296
1.99073,,80.49,,0.792083
1.996152,,80.27,,0.780939
1.994805,,81.75,,0.780504
2.000751,,83.13,,0.781644
1.998395,,82.23,,0.787799
1.998825,,81.97,,0.769464
2.010964,,83.07,,0.763002
2.005935,,83.65,,0.765648
2.003151,,83.65,,0.773458
2.003782,,83.65,,0.773375
2.011032,,81.5,,0.772149
2.011137,,82.54,,0.769034
2.01027,,83.8,,0.76297
2.011018,,83.8,,0.762897
2.010763,,83.11,,0.739131
2.013697,,83,,0.752073
2.022913,,82.1,,0.747926
2.019051,,81,,0.73132
2.019959,,80,,0.734926
2.014876,,79.4,,0.724385
2.002409,,79.92,,0.72463
2.004288,,78.66,,0.718627
1.997748,,79.29,,0.718534
1.990349,,78,,0.707608
1.977209,,78.9,,0.699367
1.981929,,78.5,,0.699668
2.022675,,77.5,,0.693748
2.026771,,79.66,,0.696781
2.029539,,80.15,,0.70537
2.031125,,80.15,,0.705301
2.049127,,79.03,,0.695542
2.047151,,78.53,,0.709548
2.050732,,79.21,,0.712979
2.06999,,79.24,,0.739677
2.084447,,79.23,,0.742871
2.06228,,77.9,,0.718468
2.053793,,76.1,,0.730713
2.059713,,76.08,,0.741532
2.061571,,75.17,,0.739632
2.063066,,75.33,,0.735535
2.066835,,75,,0.720356
2.06078,,76.65,,0.725295
2.062486,,78.2,,0.72878
2.078771,,79.25,,0.740795
2.08437,,79,,0.747062
2.069033,,80,,0.750921
2.065095,,79.22,,0.752347
2.0739,,79,,0.769222
2.062477,,78.17,,0.763772
2.060013,,78.58,,0.755017
2.060689,,79.52,,0.759199
2.052943,,80.32,,0.75392
2.042352,,80.02,,0.76827
2.085832,,79.98,,0.784667
2.104734,,79.65,,0.788119
2.142653,,77.89,,0.807046
2.194028,,77.42,,0.82731
2.189972,,78.03,,0.826144
2.194152,,76.83,,0.828195
2.218107,,75.49,,0.826713
2.232919,,74.2,,0.837179
2.247043,,74.6,,0.834871
2.232021,,75.97,,0.82647
2.265456,,78.1,,0.814483
2.272437,,78.26,,0.820723
2.300157,,76.73,,0.854016
2.310644,,75.67,,0.855606
2.310509,,76.52,,0.862364
2.32113,,76.01,,0.860486
2.304423,,76.54,,0.845309
2.305424,,77.08,,0.839905
2.313858,,76.1,,0.855745
2.310587,,76.95,,0.862351
2.298143,,76.81,,0.863629
2.293071,,76.15,,0.842997
2.29194,,75.97,,0.850154
2.29618,,76.88,,0.829361
2.315463,,77.39,,0.829938
2.32264,,77.51,,0.817577
2.324528,,77.45,,0.823341
2.29965,,75.81,,0.842131
2.338047,,73.92,,0.832866
2.322646,,74.14,,0.846041
2.3362,,77,,0.859891
2.337724,,74.64,,0.855903
2.341801,,73.02,,0.865572
2.350579,,79.38,,0.864454
2.355285,,76.27,,0.871846
2.35895,,76.38,,0.863869
2.35271,,76.75,,0.863736
2.352185,,76.23,,0.855302
2.348558,,75.85,,0.869343
2.355717,,76.02,,0.88683
2.35793,,74.63,,0.883324
2.375345,,73.07,,0.876968
2.350368,,74.89,,0.87524
2.375572,,75.74,,0.868751
2.371929,,74.85,,0.87274
2.377745,,74.75,,0.867623
2.372875,,74.25,,0.866861
2.356331,,74.52,,0.86573
2.344114,,73.35,,0.893611
2.357147,,73.32,,0.890951
2.355099,,74,,0.905542
2.364884,,74.31,,0.891924
2.357426,,74.62,,0.888734
2.35037,,73.66,,0.874775
2.373297,,75.21,,0.869931
2.37463,,74.97,,0.86759
2.375833,,74.52,,0.865778
2.353016,,75.49,,0.859563
2.332775,,76.6,,0.860882
2.342597,,77.43,,0.858948
2.348224,,78.2,,0.856576
2.338167,,78.5,,0.854813
2.343977,,78.15,,0.85616
2.332531,,77.77,,0.861322
2.34346,,77.81,,0.870789
2.367502,,76.38,,0.876466
2.390159,,76.02,,0.874172
2.403391,,75.15,,0.874182
2.434548,,73.75,,0.884131
2.421678,,74.19,,0.881081
2.423348,,74.23,,0.86306
2.428261,,74.74,,0.867747
2.430937,,74.6,,0.854537
2.411988,,74.21,,0.857356
2.399615,,74.49,,0.865514
2.397454,,73.16,,0.863205
2.405613,,73.24,,0.874517
2.405969,,73.43,,0.882292
2.408006,,72.74,,0.871091
2.41387,,72.84,,0.88705
2.403898,,70.87,,0.871617
2.409051,,69.93,,0.865165
2.405763,,69.41,,0.871037
2.411515,,69.16,,0.883544
2.416496,,69.48,,0.89249
2.417851,,70.07,,0.900279
2.413582,,69.65,,0.907923
2.41375,,71.12,,0.904102
2.412784,,72.2,,0.899103
2.412544,,72.75,,0.904157
2.395393,,72.47,,0.913781
2.394458,,73.02,,0.924843
2.404408,,73.15,,0.926167
2.403713,,72.65,,0.931906
2.407298,,72.79,,0.939301
2.394913,,73,,0.937007
2.393645,,72.7,,0.947545
2.373923,,72.71,,0.954904
2.370704,,72.87,,0.953518
2.368988,,73.35,,0.954814
2.360977,,73.15,,0.963904
2.366695,,73.57,,0.963852
2.355071,,73.25,,0.9616
2.327466,,73.13,,0.964291
2.340317,,73.93,,0.969141
2.30022,,72.75,,0.983331
2.290302,,73.2,,0.98029
2.258262,,72.7,,0.966797
2.229039,,72.37,,0.970471
2.230338,,71.38,,0.9757
2.260051,,71.38,,0.979001
2.244022,,71.25,,0.977203
2.240262,,70.9,,0.976983
2.248184,,70.3,,0.965709
2.255387,,70.9,,0.976933
2.26016,,71.84,,0.972785
2.235618,,72.24,,0.977162
2.231067,,71.88,,0.973101
2.196553,,72.28,,0.97782
2.214299,,73.12,,0.973576
2.214704,,72.34,,0.970914
2.208773,,72.29,,0.956082
2.209667,,73.03,,0.955576
2.223083,,72.56,,0.955301
2.224512,,72.47,,0.95738
2.20592,,73.29,,0.954049
2.210487,,72.99,,0.963773
2.206502,,72.89,,0.964476
2.193962,,72.55,,0.959138
2.173641,,72.93,,0.96197
2.176964,,73.21,,0.976994
2.175193,,73.22,,0.976198
2.191023,,72.57,,0.986771
2.173493,,72.66,,0.983893
2.178979,,72.33,,0.958991
2.192567,,72.53,,0.963472
2.200469,,73.11,,0.948045
2.196098,,73.62,,0.95166
2.197129,,73.52,,0.963194
2.195994,,72.33,,0.956148
2.195247,,72.68,,0.960346
2.188712,,72.19,,0.966128
2.197967,,71.78,,0.970144
2.225514,,72.66,,0.976936
2.224168,,72.63,,0.973877
2.221669,,72.08,,0.964406
2.239275,,72.21,,0.970644
2.24553,,72.38,,0.98028
2.234019,,72.43,,0.970827
2.216159,,72.67,,0.970456
2.250549,,71.38,,0.983853
2.251796,,72.2,,0.981775
2.261875,,71.68,,0.990561
2.257653,,71.93,,0.995049
2.262105,,71.6,,0.998088
2.266187,,71.64,,1.003246
2.262334,,70.6,,0.993084
2.262279,,70.1,,0.997257
2.265174,,70.61,,1.001083
2.267765,,70.41,,1.009908
2.268466,,70.49,,1.022663
2.276886,,70.15,,1.016675
2.289618,,69.6,,1.021357
2.281992,,69.8,,1.023016
2.243459,,69.43,,1.022618
2.245094,,68.95,,1.018049
2.226553,,69.43,,1.016773
2.220337,,69.8,,1.022175
2.232624,,70.37,,1.023298
2.22045,,70.3,,1.029989
2.211681,,70.53,,1.008686
2.20775,,70.02,,0.989903
2.210875,,69.85,,0.986282
2.197338,,70.5,,1.013154
2.213319,,70.08,,1.013502
2.162324,,72.25,,0.999299
2.15163,,76.25,,0.965514
2.173794,,75.86,,0.936821
2.167456,,76.8,,0.940555
2.157795,,77.2,,0.955062
2.158956,,77.35,,0.94315
2.153715,,76.4,,0.946685
2.15681,,76.22,,0.955147
2.156916,,76.52,,0.960747
2.146983,,77.3,,0.960538
2.150272,,77.3,,0.955862
2.158641,,78.07,,0.957337
2.149759,,77.53,,0.968017
2.144488,,77.84,,0.949293
2.137084,,77.36,,0.957635
2.14884,,78.74,,0.92273
2.146373,,79.07,,0.927694
2.164307,,78.3,,0.919779
2.169263,,78.28,,0.937085
2.185589,,78.72,,0.942475
2.198774,,78.7,,0.935133
2.20418,,79.18,,0.932793
2.210442,,78.2,,0.916261
2.218149,,78.75,,0.919209
2.206405,,79.23,,0.907355
2.204382,,79.15,,0.906856
2.208402,,79.5,,0.912977
2.207692,,79.13,,0.901059
2.210904,,78.98,,0.903256
2.218637,,78.05,,0.908235
2.233366,,77.05,,0.907219
2.241719,,76.71,,0.913358
2.242284,,78.2,,0.920581
2.243793,,77.01,,0.922624
2.245054,,76.41,,0.936659
2.248001,,75.96,,0.944437
2.248407,,75.96,,0.944455
2.248425,,78.64,,0.93766
2.253749,,76.25,,0.965275
2.263744,,75.94,,0.965618
2.270945,,75.26,,0.96793
2.265406,,76.3,,0.960962
2.269305,,75.44,,0.961257
2.277821,,75.24,,0.959295
2.255727,,75.29,,0.958689
2.269838,,75.1,,0.985246
2.256567,,75.84,,0.98068
2.272677,,76.93,,0.98017
2.264837,,75.51,,0.987965
2.258534,,75.81,,0.982843
2.27286,,75.25,,0.981843
2.286947,,74.8,,0.988502
2.300317,,74.33,,1.001857
2.300298,,75.03,,1.004132
2.30352,,75.03,,1.00415
2.300087,,75.8,,1.013465
2.278365,,74.81,,1.011834
2.295724,,73.92,,0.992313
2.302749,,74.36,,1.000965
2.297494,,74.04,,1.000214
2.299625,,73.83,,1.001089
2.306021,,74.44,,1.013559
2.305085,,74.23,,1.002023
2.309114,,74.37,,1.002227
2.313212,,74.31,,1.011225
2.311011,,75.11,,1.013632
2.311186,,74.9,,1.026131
2.309303,,75.21,,1.032467
2.291027,,74.82,,1.029847
2.303931,,74.68,,1.051683
2.308778,,75.27,,1.050643
2.311103,,75.5,,1.047434
2.309124,,75.99,,1.056469
2.309582,,76.25,,1.065526
2.316494,,75.28,,1.058391
2.333198,,75.2,,1.044428
2.301222,,76.45,,1.033975
2.30865,,77.15,,1.037715
2.312813,,78.19,,1.02313
2.341222,,77.4,,1.037771
2.335484,,77.69,,1.0394
2.330617,,76.7,,1.028147
2.309839,,78.04,,1.013371
2.327157,,78.76,,1.009197
2.316983,,77.65,,1.01167
2.328572,,77.83,,1.020192
2.31237,,78.16,,1.007361
2.330883,,77.4,,1.026898
2.325216,,77.3,,1.025093
2.328914,,76.95,,1.009871
2.334672,,76,,1.013765
2.341559,,75.4,,0.99218
2.348753,,75.83,,0.997317
2.336558,,76.6,,0.999307
2.350635,,76.4,,1.008408
2.346908,,76.2,,1.012278
2.340148,,77.1,,1.018249
2.337529,,76.6,,1.030612
2.329046,,77.4,,1.027624
2.329324,,76.5,,1.026736
2.330134,,76.46,,1.031817
2.334824,,76.09,,1.038826
2.342154,,76.3,,1.029498
2.345546,,77.15,,1.020723
2.328292,,77.29,,1.024555
2.342252,,77.09,,1.026333
2.33245,,77,,1.022932
2.325846,,76.6,,1.01933
2.311508,,76.36,,1.008103
2.297919,,75.97,,1.027143
2.277515,,76.05,,1.024397
2.282636,,76.72,,1.012866
2.285565,,77.35,,1.015081
2.282367,,77.4,,1.021831
2.286761,,78.43,,1.033015
2.297117,,78.83,,1.030779
2.301156,,79.22,,1.028183
2.294484,,78.9,,1.040981
2.304428,,78.43,,1.060904
2.301693,,78.61,,1.053477
2.281977,,79.3,,1.036005
2.288653,,79.29,,1.048364
2.279834,,79.75,,1.047006
2.275491,,79.59,,1.058694
2.286599,,79.08,,1.073404
2.300393,,78.56,,1.078364
2.317043,,77.81,,1.085529
2.348118,,77.82,,1.088033
2.348781,,77.55,,1.094146
2.332369,,76.9,,1.076387
2.50062,,83.5,,0.994758
2.502293,,80.7,,1.016178
2.498741,,81.51,,0.998038
2.507744,,81.65,,1.016905
2.510944,,82.42,,1.031263
2.516285,,82.44,,1.034892
2.521553,,82.36,,1.047381
2.520381,,84,,1.041304
2.51833,,82.11,,1.045927
2.525088,,81.36,,1.031255
2.527239,,82.25,,1.024262
2.517834,,82.67,,1.02791
2.535279,,83.65,,1.027148
2.540752,,83.13,,1.034614
2.538854,,83.11,,1.039343
2.532932,,82.85,,1.029237
2.538485,,83.45,,1.019481
2.550494,,83.91,,1.012813
2.536557,,84.22,,1.016035
2.551075,,83.51,,1.018421
2.553761,,83.59,,1.018865
2.55258,,84.3,,1.02277
2.554918,,84.85,,1.005106
2.549659,,84.83,,1.001265
2.55083,,84.9,,1.010693
2.556422,,84.95,,1.009274
2.576908,,84,,1.025291
2.564523,,83.7,,1.015893
2.556626,,83.67,,1.019634
2.5606,,83.47,,1.020929
2.566458,,83.9,,1.03511
2.568547,,85,,1.039331
2.564993,,86.49,,1.041206
2.556958,,83.61,,1.040884
2.545328,,83.06,,1.031209
2.537681,,83.15,,1.029198
2.541749,,82.55,,1.038199
2.552917,,82.29,,1.049587
2.581953,,81.93,,1.069391
2.580139,,81.9,,1.078236
2.611595,,81.66,,1.082233
2.621795,,81.75,,1.079614
2.634773,,81.1,,1.080887
2.640331,,81.36,,1.076568
2.65663,,80.94,,1.075099
2.669722,,81.14,,1.075147
2.670665,,81.3,,1.082005
2.67005,,81.89,,1.085628
2.672483,,81.4,,1.07483
2.682305,,81.4,,1.080833
2.689217,,80.96,,1.082828
2.69718,,80.55,,1.087384
2.697803,,80.86,,1.095052
2.705853,,80.77,,1.106301
2.70714,,80.5,,1.100994
2.707507,,80.94,,1.102045
2.717904,,80.92,,1.118735
2.703355,,80.98,,1.11821
2.711237,,81.53,,1.116024
2.706306,,80.95,,1.102775
2.68251,,81.1,,1.10915
2.682828,,82.24,,1.1207
2.683926,,81.85,,1.125791
2.691841,,81.27,,1.126735
2.675607,,80.81,,1.116095
2.6821,,79.8,,1.12672
2.68189,,80.52,,1.127583
2.670264,,81.38,,1.152339
2.677911,,80.3,,1.156523
2.672405,,80.4,,1.164699
2.679281,,80.74,,1.166132
2.678891,,80.9,,1.164969
2.681329,,81.08,,1.167744
2.684518,,81.35,,1.162941
2.685886,,81.35,,1.159881
2.680881,,81.59,,1.172596
2.683892,,81.65,,1.175261
2.705553,,80.22,,1.180703
2.711883,,80.25,,1.201715
2.721161,,79.87,,1.205852
2.713244,,80.83,,1.223862
2.730811,,81.83,,1.226907
2.727524,,81.93,,1.23138
2.741899,,81.4,,1.233945
2.749682,,81.55,,1.253308
2.761118,,82.18,,1.259486
2.761528,,82.24,,1.259445
2.745226,,82.32,,1.255974
2.744024,,82.21,,1.248379
2.752027,,81.86,,1.244976
2.731157,,82.46,,1.227411
2.728421,,82.68,,1.226051
2.725229,,83.75,,1.212399
2.729097,,83.5,,1.206889
2.736067,,83.45,,1.220063
2.742454,,83.53,,1.218732
2.761736,,83.36,,1.258122
2.765678,,83.06,,1.256517
2.759934,,84.09,,1.255776
2.762129,,84.1,,1.246221
2.760798,,84.79,,1.241866
2.748592,,84.88,,1.261709
2.746314,,84.69,,1.260097
2.747548,,84.1,,1.262549
2.733069,,84.81,,1.25662
2.732799,,84.6,,1.245469
2.733016,,85.06,,1.257671
2.73142,,84.95,,1.247736
2.72724,,86.02,,1.246996
2.723405,,86.75,,1.227031
2.728271,,87.25,,1.24001
2.705865,,86.51,,1.244581
2.72663,,88.26,,1.234255
2.734931,,87.33,,1.240001
2.726347,,88.25,,1.216812
2.731305,,88.06,,1.208052
2.733361,,88.1,,1.200955
2.732223,,89.65,,1.199168
2.720826,,88.35,,1.203847
2.722135,,88.8,,1.176263
2.708837,,88.38,,1.205405
2.70187,,87.8,,1.183163
2.704807,,88.95,,1.170445
2.705615,,88.65,,1.175161
2.706999,,89.55,,1.154116
2.70401,,88.95,,1.183157
2.715341,,88.35,,1.199451
2.716288,,88.35,,1.199434
2.716778,,88.73,,1.21549
2.719355,,87.89,,1.213698
2.723984,,88.93,,1.213075
2.720699,,88,,1.206449
2.717962,,88.1,,1.204851
2.724324,,88.49,,1.204151
2.715767,,89,,1.18175
2.716098,,90.5,,1.167465
2.715005,,90.11,,1.172446
2.714252,,90.15,,1.182737
2.720834,,89.6,,1.179265
2.716458,,89.45,,1.187678
2.68934,,91.11,,1.175374
2.688377,,91.47,,1.179158
2.687095,,92.12,,1.180296
2.693748,,92.85,,1.193732
2.684709,,92.99,,1.184582
2.695795,,93.02,,1.175488
2.694705,,92.95,,1.182139
2.695765,,93.05,,1.185589
2.693701,,92.55,,1.177644
2.691178,,92.66,,1.186936
2.702247,,93.27,,1.21297
2.705467,,93.95,,1.213292
2.705695,,93.05,,1.222359
2.709475,,93.28,,1.230724
2.710294,,93.55,,1.23789
2.711637,,93.55,,1.237864
2.722282,,92.12,,1.258903
2.726508,,92.1,,1.260368
2.726131,,92.42,,1.26938
2.720134,,92.8,,1.276881
2.715736,,93.36,,1.280834
2.713551,,93.95,,1.268401
2.715343,,93.28,,1.258953
2.725226,,93.25,,1.275804
2.73219,,93.7,,1.275177
2.737627,,95.11,,1.285498
2.73507,,94.09,,1.280415
2.745103,,94.95,,1.299779
2.738585,,94.5,,1.291604
2.748173,,94.18,,1.296215
2.749283,,95,,1.299978
2.75114,,96.52,,1.284968
2.759682,,93.8,,1.334904
2.76343,,93.8,,1.334881
2.796814,,94.69,,1.363031
2.790992,,94.83,,1.352601
2.792456,,94.27,,1.3471
2.791596,,94.3,,1.357412
2.790555,,93.91,,1.366315
2.783645,,93.65,,1.345251
2.788035,,91.6,,1.312655
2.795268,,91.5,,1.337835
2.790389,,92.6,,1.322145
2.783323,,90.61,,1.30006
2.777451,,89.3,,1.287318
2.775742,,91.3,,1.326813
2.781658,,92.6,,1.333164
2.79584,,92.95,,1.336459
2.790195,,93,,1.342394
2.78398,,92.8,,1.355359
2.776259,,92.67,,1.357341
2.776173,,92.4,,1.364092
2.78088,,93.45,,1.376393
2.787304,,94.2,,1.383942
2.780333,,93.7,,1.370482
2.778221,,92.6,,1.349956
2.750955,,91.6,,1.349888
2.75214,,92.15,,1.351281
2.753473,,92.73,,1.356515
2.768403,,92.19,,1.349651
2.756249,,92.97,,1.345277
2.764044,,94,,1.341085
2.756643,,95.35,,1.361645
2.760751,,95.34,,1.371157
2.753139,,94.87,,1.362771
2.750376,,94.35,,1.353031
2.752725,,95.15,,1.338887
2.752107,,94.79,,1.33655
2.759636,,93.84,,1.325039
2.764658,,94.67,,1.32778
2.760572,,93.45,,1.335033
2.769556,,91.75,,1.333594
2.764755,,89.88,,1.322975
2.780978,,92.25,,1.332006
2.783712,,91.28,,1.314807
2.794274,,91.1,,1.311779
2.785323,,91.66,,1.332705
2.778278,,89.96,,1.314213
2.784189,,91.6,,1.311278
2.796101,,92.75,,1.306732
2.805519,,93.5,,1.320239
2.808309,,92,,1.312459
2.811417,,93.94,,1.288455
2.813478,,95.3,,1.300883
2.811231,,94.09,,1.305628
2.819089,,95.48,,1.312633
2.825246,,95.7,,1.295996
2.827012,,96.12,,1.275527
2.82107,,97.14,,1.292996
2.830374,,96.35,,1.318701
2.813561,,96,,1.314745
2.811745,,95.9,,1.312229
2.828457,,96.89,,1.312619
2.836773,,96.12,,1.30808
2.846131,,96.82,,1.307573
2.834592,,97.55,,1.32651
2.834946,,97.2,,1.326286
2.835441,,97.6,,1.320022
2.849377,,98.5,,1.292555
2.840794,,97.45,,1.26831
2.832892,,98.65,,1.263978
2.827297,,99.89,,1.254201
2.826002,,100.43,,1.259673
2.8537,,102.1,,1.272774
2.812202,,101.72,,1.293315
2.812437,,103.5,,1.277591
2.796964,,104.2,,1.263472
2.802519,,104.64,,1.253868
2.815426,,105.5,,1.276839
2.824266,,106.15,,1.235299
2.834782,,106.85,,1.226782
2.822123,,106.1,,1.218598
2.830818,,104.55,,1.239804
2.830023,,104.3,,1.213348
2.827398,,104.86,,1.20611
2.828411,,105.2,,1.187732
2.835942,,107.25,,1.131374
2.845249,,107.32,,1.141302
2.853781,,107.37,,1.159083
2.851627,,108.7,,1.174391
2.845233,,108.39,,1.197829
2.84854,,110.31,,1.166284
2.864657,,113.25,,1.150808
2.855056,,114.6,,1.110994
2.848267,,108.72,,1.104613
2.841905,,109.11,,1.095035
2.842718,,109,,1.103045
2.845569,,108.81,,1.09806
2.848952,,112.05,,1.089004
2.841284,,109.35,,1.074685
2.834827,,110.22,,1.064573
2.841613,,109.2,,1.086613
2.848993,,110.6,,1.096982
2.85885,,109.22,,1.070561
2.852714,,110,,1.077156
2.853472,,108.5,,1.082601
2.849979,,109.03,,1.090947
2.853942,,110.2,,1.079306
2.849106,,110.54,,1.089675
2.875025,,111,,1.10482
2.88863,,112.35,,1.106471
2.879428,,113.5,,1.115371
2.887163,,112.04,,1.131688
2.886619,,113.55,,1.128787
2.889628,,112.7,,1.138786
2.89272,,112.7,,1.13876
2.899755,,111.85,,1.141734
2.898866,,113.3,,1.1342
2.891269,,114.71,,1.15785
2.891106,,113.7,,1.167781
2.896798,,114.2,,1.173558
2.904148,,114.02,,1.189204
2.89792,,114.15,,1.174523
2.875831,,113.65,,1.174667
2.889323,,111.85,,1.189241
2.879105,,111.75,,1.181157
2.86983,,111.65,,1.197085
2.887136,,111.35,,1.205828
2.890965,,111.8,,1.194971
2.87909,,110.4,,1.198203
2.886265,,110.5,,1.204838
2.889581,,111.58,,1.193504
2.883798,,111.75,,1.197531
2.889044,,112.29,,1.201592
2.893904,,111.2,,1.22484
2.900284,,112,,1.221984
2.900326,,113.4,,1.21122
2.896752,,113.45,,1.198857
2.914698,,114.7,,1.189246
2.954618,,115.4,,1.156556
2.965134,,115.8,,1.169729
2.94958,,115.8,,1.189923
2.950369,,115.95,,1.170801
2.950096,,117,,1.168103
2.95918,,117.8,,1.157383
2.963174,,119.42,,1.167422
2.98112,,122.05,,1.145796
3.008758,,122.61,,1.169421
3.017843,,124.35,,1.14901
3.004936,,124.6,,1.155091
2.988801,,124.85,,1.179798
2.988007,,126.12,,1.171701
2.993779,,126.7,,1.183557
3.013862,,127.15,,1.160895
3.000229,,125.2,,1.164212
3.000378,,130,,1.159012
3.005171,,127.16,,1.140572
3.005349,,126.35,,1.145626
3.002821,,124.8,,1.168023
3.008868,,124.75,,1.16943
3.009021,,126.85,,1.144323
2.998153,,126.7,,1.14582
3.012076,,128.15,,1.135478
3.012705,,128.35,,1.140655
3.015695,,126.2,,1.155066
3.014821,,127.33,,1.175317
3.013143,,127.5,,1.167441
3.023231,,126.45,,1.163523
3.026902,,125.55,,1.180759
3.018208,,126.35,,1.162137
3.028241,,125.51,,1.170478
3.028742,,123.7,,1.170318
3.036171,,122.85,,1.187799
3.019032,,124.1,,1.180887
3.013019,,124.16,,1.169193
